epsilon_eV,f0_boltzmann,f0_maxwell
48.95,0.0,3.728968280902857e-21
49.05,0.0,3.386892204801203e-21
49.150000000000006,0.0,3.0761964014791007e-21
49.25,0.0,2.794002208590655e-21
49.35000000000001,0.0,2.5376950372400936e-21
49.45,0.0,2.3049001472627646e-21
49.55,0.0,2.0934606447548985e-21
49.650000000000006,0.0,1.9014174979953595e-21
49.75,0.0,1.72699138660248e-21
49.85000000000001,0.0,1.5685662157540609e-21
49.95,0.0,1.4246741427271338e-21
50.05,0.0,1.29398197702451e-21
50.150000000000006,0.0,1.175278828082824e-21
50.25,0.0,1.0674648861153204e-21
50.35000000000001,0.0,9.695412321414478e-22
50.45,0.0,8.806005827912723e-22
50.55,0.0,7.998188841330278e-22
50.650000000000006,0.0,7.264476766391351e-22
50.75,0.0,6.598071605504032e-22
50.85000000000001,0.0,5.992798973873538e-22
50.95,0.0,5.4430508925215745e-22
51.05,0.0,4.943733829174346e-22
51.150000000000006,0.0,4.490221505608637e-22
51.25,0.0,4.0783120342054736e-22
51.35000000000001,0.0,3.704188986572154e-22
51.45,0.0,3.3643860335261804e-22
51.55,0.0,3.0557548288217225e-22
51.650000000000006,0.0,2.7754358390557183e-22
51.75,0.0,2.520831849486194e-22
51.85000000000001,0.0,2.2895839002878734e-22
51.95,0.0,2.0795494302906218e-22
52.05,0.0,1.8887824256967912e-22
52.150000000000006,0.0,1.7155153898517637e-22
52.25,0.0,1.5581429670135613e-22
52.35000000000001,0.0,1.415207068392184e-22
52.45,0.0,1.2853833626486455e-22
52.55,0.0,1.167469005684819e-22
52.650000000000006,0.0,1.0603714960384447e-22
52.75,0.0,9.630985526260519e-23
52.85000000000001,0.0,8.747489210486663e-23
52.95,0.0,7.9450402327924e-23
53.05,0.0,7.216203733640052e-23
53.150000000000006,0.0,6.554226888678477e-23
53.25,0.0,5.952976342397017e-23
53.35000000000001,0.0,5.406881381288798e-23
53.45,0.0,4.910882320012111e-23
53.55,0.0,4.460383622334835e-23
53.650000000000006,0.0,4.051211322519196e-23
53.75,0.0,3.679574352646548e-23
53.85000000000001,0.0,3.342029417570579e-23
53.95,0.0,3.035449092059728e-23
54.05,0.0,2.756992844540585e-23
54.150000000000006,0.0,2.5040807189720353e-23
54.25,0.0,2.2743694310067849e-23
54.35000000000001,0.0,2.065730656966023e-23
54.45,0.0,1.8762313144704798e-23
54.55,0.0,1.704115652023046e-23
54.650000000000006,0.0,1.547788981599774e-23
54.75,0.0,1.405802903528112e-23
54.85000000000001,0.0,1.2768418867573264e-23
54.95,0.0,1.1597110801851595e-23
55.05,0.0,1.0533252421095143e-23
55.150000000000006,0.0,9.5669868523453e-24
55.25,0.0,8.689361440692827e-24
55.35000000000001,0.0,7.892244801035613e-24
55.45,0.0,7.168251479076253e-24
55.55,0.0,6.510673523524859e-24
55.650000000000006,0.0,5.913418335511464e-24
55.75,0.0,5.370952219369129e-24
55.85000000000001,0.0,4.8782491117721554e-24
55.95,0.0,4.43074401419665e-24
56.05,0.0,4.024290697243172e-24
56.150000000000006,0.0,3.655123284944314e-24
56.25,0.0,3.3198213631272684e-24
56.35000000000001,0.0,3.0152782885527056e-24
56.45,0.0,2.7386724052082425e-24
56.55,0.0,2.487440901068277e-24
56.650000000000006,0.0,2.2592560630984837e-24
56.75,0.0,2.052003710502318e-24
56.85000000000001,0.0,1.863763606388383e-24
56.95,0.0,1.692791666369617e-24
57.05,0.0,1.537503799252363e-24
57.150000000000006,0.0,1.3964612300963908e-24
57.25,0.0,1.2683571696607246e-24
57.35000000000001,0.0,1.1520047067247965e-24
57.45,0.0,1.046325811105003e-24
57.55,0.0,9.503413454768875e-25
57.650000000000006,0.0,8.631619934607221e-25
57.75,0.0,7.839800199171889e-25
57.85000000000001,0.0,7.12061787110324e-25
57.95,0.0,6.46740957398773e-25
58.05,0.0,5.874123194765342e-25
58.150000000000006,0.0,5.335261809621926e-25
58.25,0.0,4.845832753827279e-25
58.35000000000001,0.0,4.401301363639914e-25
58.45,0.0,3.9975489616885985e-25
58.55,0.0,3.6308346965547884e-25
58.650000000000006,0.0,3.2977608829929697e-25
58.75,0.0,2.995241521658358e-25
58.85000000000001,0.0,2.720473706669695e-25
58.95,0.0,2.470911656093612e-25
59.05,0.0,2.2442431247362765e-25
59.150000000000006,0.0,2.038367980702582e-25
59.25,0.0,1.8513787472298949e-25
59.35000000000001,0.0,1.6815429295121994e-25
59.45,0.0,1.527286962769371e-25
59.55,0.0,1.3871816328364425e-25
59.650000000000006,0.0,1.2599288341920545e-25
59.75,0.0,1.1443495427362961e-25
59.85000000000001,0.0,1.0393728918828323e-25
59.95,0.0,9.44026250753554e-26
